	FEXC	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX10	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33
HOG5107	2	3	2	1	3	2	2	4	2	4	2	4	2	4	4	3	2	3	2	1	4	2	2	4	3	1	3	1	3
HOG5108	2	1	2	3	0	1	2	0	2	0	2	0	2	0	0	0	2	0	2	2	0	2	2	0	1	0	1	0	1
HOG5113	12	11	11	13	11	12	12	13	12	12	12	12	11	11	12	12	12	11	12	13	12	12	10	13	12	13	11	12	11
HOG5118	1	2	2	2	0	2	0	2	1	2	1	1	2	0	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1
HOG5120	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	0	3	3	3	3	3	3	3	3	3
HOG5121	1	2	2	2	4	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2
HOG5123	1	2	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	2	0	1	1	2	1	1	1	1	0	1	1
HOG5124	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	2	1	1
HOG5125	4	4	2	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG5136	1	1	3	0	3	1	1	2	1	3	1	1	1	3	1	1	0	1	0	2	1	1	1	1	3	2	1	1	1
HOG5137	2	0	0	3	0	2	2	1	2	0	2	2	1	0	2	2	3	2	1	1	0	2	2	2	0	1	2	2	2
HOG5139	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0
HOG5150	2	4	4	2	4	2	2	2	2	4	2	4	4	2	4	4	2	2	0	2	2	4	4	2	2	2	2	2	0
HOG5152	2	0	0	2	0	2	2	2	2	0	2	0	0	2	0	0	2	2	4	2	2	0	0	2	2	2	2	2	4
HOG5153	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1
HOG5154	1	2	0	0	0	1	1	2	1	1	2	2	1	1	2	1	2	2	2	1	0	3	0	2	0	2	2	1	1
HOG5155	3	2	5	5	5	3	3	2	3	4	3	2	4	4	2	3	2	2	2	3	5	2	4	2	4	2	3	3	3
HOG5158	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	2	1	1	0	0	1	1	0	1	1	0	1
HOG5159	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1
HOG5160	1	1	1	1	1	1	1	0	1	1	1	0	0	2	1	0	1	0	0	1	0	2	1	0	0	0	1	0	1
HOG5161	4	2	7	7	7	5	5	6	6	7	6	9	8	5	6	6	4	6	3	6	8	5	6	6	8	7	6	9	6
HOG5163	1	2	4	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	5	2	2	2	2	4	2	2	2	2	2
HOG5182	4	5	5	5	4	4	5	5	4	5	5	5	5	4	5	5	4	5	5	0	4	5	5	4	5	5	4	5	4
HOG5185	1	1	0	1	2	1	0	2	1	2	1	2	3	2	1	0	1	1	1	1	0	1	1	2	0	2	1	1	2
HOG5186	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1
HOG5190	2	2	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	2	0	2	1	2	1	2	2	2	1	2	1
HOG5195	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG5201	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5205	3	4	4	5	4	3	3	4	3	4	3	4	3	3	4	4	3	3	5	3	3	3	3	3	3	3	3	3	3
HOG5208	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG5232	5	6	6	6	5	6	6	3	6	5	6	5	5	5	6	6	6	5	5	5	1	4	6	6	5	7	5	5	5
HOG5248	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1
HOG5262	1	2	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1
HOG5271	5	4	3	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	3	5	5	5	5	5	5	5	5
HOG5280	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0
HOG5286	2	3	2	2	3	2	2	2	2	0	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	3	2
HOG5288	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	2	2	2	2	2	2	2	2
HOG5289	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	2
HOG5302	3	3	3	3	3	3	3	3	3	3	3	0	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3
HOG5303	2	2	2	2	2	2	2	2	2	2	2	5	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
HOG5313	2	2	2	3	2	2	2	3	2	2	2	3	1	2	2	2	2	2	2	3	1	2	2	3	2	3	2	3	2
HOG5326	3	2	4	2	3	3	3	0	4	3	3	0	2	2	3	3	3	1	3	2	3	3	3	3	3	3	3	3	4
HOG5329	1	2	1	1	1	2	2	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1
HOG5335	2	5	1	2	5	2	2	5	2	5	2	0	5	2	5	5	2	0	0	2	5	2	2	2	5	2	1	5	2
HOG5336	3	0	0	3	0	3	3	0	3	0	3	5	0	3	0	0	3	5	5	3	0	3	3	3	0	3	4	0	3
HOG5357	1	1	3	1	0	1	1	0	1	0	1	0	1	3	1	1	1	3	3	1	1	1	1	3	0	1	3	1	0
HOG5362	2	1	2	2	3	2	2	3	2	2	2	2	0	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
HOG5376	4	5	4	4	4	4	4	4	4	4	4	4	7	4	4	4	4	5	3	4	4	4	4	5	4	5	4	4	4
HOG5382	2	0	1	1	1	2	2	2	1	1	2	2	1	1	0	0	2	0	0	0	1	1	2	2	2	2	2	2	0
HOG5392	1	1	2	2	2	1	1	1	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	1	1	1	2	1	2
HOG5396	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0
HOG5403	4	4	4	4	4	4	4	6	4	4	4	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG5404	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5406	2	4	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2
HOG5409	3	3	3	0	3	3	3	0	3	3	3	3	3	3	3	3	3	5	3	3	0	3	3	3	3	3	3	3	3
HOG5416	3	3	3	3	3	3	3	0	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3
HOG5451	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5460	2	2	2	3	4	2	2	3	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5463	2	2	0	2	3	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5469	3	2	3	3	3	2	2	2	3	2	2	1	1	3	3	2	2	1	2	3	2	3	3	2	1	2	2	2	2
HOG5474	2	3	2	3	4	2	2	3	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
HOG5483	2	2	2	0	2	2	2	0	2	0	2	2	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2
HOG5487	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	0	2	2	2	1	1	2	1	2	1	1	2	1	1
HOG5489	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	2	0	0	0	1	1	0	0	0	1	1	0	1	1
HOG5492	5	5	5	5	7	5	5	7	5	7	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG5494	1	3	3	1	1	1	1	0	1	4	1	0	1	1	2	3	1	0	1	3	1	1	1	1	1	1	1	1	1
HOG5497	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0
HOG5506	1	3	2	0	3	1	1	1	1	3	1	1	2	0	2	2	1	2	1	1	1	2	1	1	0	1	2	1	1
HOG5507	3	3	4	3	3	3	3	5	3	4	3	3	5	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3
HOG5508	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG5509	3	6	5	5	4	3	3	3	5	3	3	0	4	4	3	3	3	3	3	3	3	6	5	6	5	3	3	3	6
HOG5511	1	2	2	1	2	1	2	1	0	2	1	0	1	1	2	1	2	1	2	1	2	1	1	0	1	1	1	1	0
HOG5512	2	0	2	2	2	2	2	3	2	2	2	4	2	2	2	3	2	3	2	2	2	2	2	2	1	3	2	2	3
HOG5521	1	2	1	0	0	1	2	1	2	1	1	2	0	2	0	1	1	3	1	1	1	1	2	1	1	2	1	2	2
HOG5522	1	1	1	1	0	1	0	1	0	0	1	0	0	0	2	1	1	0	1	2	1	1	0	1	2	0	1	0	1
HOG5529	1	2	0	2	1	1	1	2	1	2	1	2	0	0	2	0	1	1	1	2	2	0	0	1	2	1	1	1	1
HOG5530	1	0	2	0	1	1	1	0	1	0	1	0	2	2	0	0	1	1	1	0	0	2	2	1	0	1	1	1	1
HOG5543	7	7	7	4	7	7	7	7	7	7	7	7	7	7	7	7	6	5	6	7	6	7	7	7	7	7	6	7	7
HOG5563	2	2	2	3	2	2	2	2	3	3	2	0	3	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
HOG5573	3	4	4	4	0	4	3	4	3	3	4	4	4	4	4	4	3	4	0	0	3	3	3	3	3	4	3	3	3
HOG5574	4	4	4	4	8	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG5588	1	1	1	1	1	0	1	2	1	2	1	2	2	1	1	0	1	1	1	1	0	1	1	2	2	2	1	1	1
HOG5590	1	1	1	1	1	2	1	0	1	0	1	0	0	1	1	2	1	1	1	1	2	1	1	0	0	0	1	1	1
HOG5599	1	1	4	1	0	1	1	3	3	0	1	0	4	0	1	3	1	5	1	1	0	1	3	1	1	1	1	1	3
HOG5600	1	2	1	1	0	2	1	1	1	0	1	0	0	0	1	2	1	1	1	1	0	0	1	1	1	1	1	1	1
HOG5602	4	4	4	4	3	4	4	0	4	0	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG5603	2	2	0	2	7	2	2	6	2	9	2	0	4	6	2	2	2	0	0	2	0	3	2	2	2	2	2	2	2
HOG5615	1	1	2	0	2	1	1	3	1	3	2	0	2	1	0	2	2	1	2	1	2	1	2	0	2	1	1	1	1
HOG5616	3	3	2	4	2	3	3	1	3	1	2	4	2	3	4	2	2	3	2	3	2	3	2	4	2	3	3	3	3
HOG5624	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2
HOG5643	2	2	2	0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5650	2	2	4	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG5651	1	0	0	2	2	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	1	3	1	1	0	1
HOG5661	2	2	3	3	2	2	2	0	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	0	2	2	2	2
HOG5662	1	1	0	0	1	1	1	3	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1
HOG5672	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG5676	2	2	2	2	2	2	2	5	2	2	2	5	2	2	2	4	2	2	0	2	2	2	2	2	2	2	2	3	2
HOG5688	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG5689	1	1	0	0	1	1	2	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1
HOG5690	1	1	2	2	1	1	0	2	2	2	1	2	2	1	2	1	1	4	1	1	1	1	2	2	1	1	2	1	0
HOG5698	2	1	2	1	2	2	2	1	2	2	2	1	2	2	2	1	2	1	2	1	2	2	2	0	2	2	2	1	2
HOG5704	2	2	0	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5714	2	2	0	2	0	2	2	2	0	0	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5718	4	3	4	3	4	4	4	6	4	6	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4
HOG5732	1	1	2	0	2	1	1	1	1	3	1	2	3	3	1	0	1	3	1	1	0	1	1	1	1	1	1	2	0
HOG5736	2	2	0	2	0	2	2	0	2	0	2	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2
HOG5741	4	4	4	4	6	4	4	4	4	6	4	5	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4
HOG5779	1	1	0	1	1	1	1	1	1	2	1	1	0	1	1	0	1	1	2	1	2	1	0	1	2	1	1	1	1
HOG5780	1	1	2	1	1	1	1	1	1	0	1	1	2	1	1	2	1	1	0	1	0	1	2	1	0	1	1	1	1
HOG5788	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	0	1	1	2	0	0	2	1	1	1	2	1	2	0
HOG5801	1	2	0	2	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	2	1	1	1
HOG5802	1	0	2	0	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	1	1
HOG5818	4	4	5	5	4	4	5	5	5	5	5	5	5	5	4	0	5	5	5	4	5	5	4	5	5	5	5	4	5
HOG5824	1	1	0	0	0	1	1	2	1	0	1	0	0	0	1	2	1	0	1	0	0	0	1	1	0	1	1	0	0
HOG5825	1	1	1	2	2	1	1	0	1	2	1	1	2	2	1	0	1	2	1	2	2	2	1	1	1	1	1	2	2
HOG5869	1	1	3	1	3	1	1	0	1	4	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG5873	1	1	0	3	1	1	2	1	2	1	2	2	1	1	0	1	3	2	1	2	1	0	3	1	1	1	2	1	1
HOG5874	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1
HOG5886	1	6	0	1	0	1	1	1	2	0	1	1	0	1	1	1	1	2	2	3	0	1	1	1	1	1	1	1	1
HOG5887	2	0	2	2	3	2	2	2	0	3	2	2	5	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG5900	1	1	1	1	3	1	1	0	1	0	1	0	2	1	1	0	0	0	0	1	1	1	1	2	2	2	1	1	1
HOG5901	2	2	0	2	0	2	2	4	2	2	2	2	0	2	2	2	2	4	2	2	2	2	2	2	2	2	2	3	2
HOG5902	1	1	3	1	1	1	1	0	1	2	1	2	2	1	1	2	2	0	2	1	1	1	1	0	0	0	1	0	1
HOG5903	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5904	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5911	2	2	2	2	2	2	2	0	2	2	2	2	2	5	2	5	2	2	2	4	5	2	2	2	2	5	2	2	2
HOG5913	2	2	4	2	3	2	2	2	2	2	2	2	4	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
HOG5915	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1
HOG5920	1	2	0	1	1	1	0	0	0	0	1	0	0	0	2	2	1	1	0	2	1	0	1	0	0	0	1	0	1
HOG5921	1	0	2	1	1	1	2	2	2	2	1	2	2	2	0	0	1	1	2	0	1	2	1	2	2	2	1	2	1
HOG5926	1	1	1	4	0	1	1	0	0	0	1	1	3	4	4	1	1	1	1	1	1	1	4	1	1	1	1	1	1
HOG5929	15	15	14	15	15	15	15	15	15	15	15	14	15	15	13	15	14	14	14	15	14	15	15	15	15	15	15	15	15
HOG5941	2	2	4	2	4	2	2	4	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG5972	1	3	1	1	2	1	1	1	1	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG5973	3	1	3	3	1	3	3	3	3	3	3	3	1	2	1	0	3	3	3	3	2	3	3	3	3	3	3	3	3
HOG5977	1	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	2	2	2	1
HOG5985	3	3	3	3	3	3	3	1	3	3	3	3	2	3	3	3	3	3	1	1	1	3	3	3	2	3	3	3	3
HOG6003	2	3	0	3	2	2	2	3	2	3	2	2	3	2	2	2	2	2	3	2	2	2	2	0	2	2	2	2	2
HOG6004	1	0	3	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	1
HOG6005	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0
HOG6007	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG6011	1	2	1	1	0	1	1	2	1	1	1	2	1	1	2	2	1	1	0	1	2	1	1	2	1	1	1	1	1
HOG6012	1	1	1	1	1	1	1	1	1	2	0	0	2	2	1	1	0	2	0	0	1	1	1	1	1	1	1	1	1
HOG6014	1	1	1	0	1	1	1	1	1	0	2	2	0	0	1	1	2	0	2	2	1	1	1	1	1	1	1	1	1
HOG6015	2	3	2	2	2	3	2	2	2	3	2	2	3	2	3	3	3	2	2	3	2	2	2	3	3	2	3	3	2
HOG6016	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1
HOG6022	2	3	0	3	3	3	2	2	2	2	2	3	3	2	2	2	2	3	3	3	3	2	0	3	2	2	2	2	3
HOG6033	2	1	2	1	0	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
HOG6053	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1
HOG6059	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
HOG6060	2	2	2	1	2	2	2	2	2	0	2	2	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2
HOG6078	1	3	0	1	1	1	1	0	1	3	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0
HOG6080	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG6100	8	8	10	10	10	8	8	10	8	10	8	10	10	10	10	8	8	10	8	8	10	10	8	8	10	10	8	10	10
HOG6106	3	3	3	6	4	3	3	3	3	3	3	7	5	3	2	3	3	3	3	3	3	3	3	3	5	3	3	0	3
HOG6107	1	2	2	0	2	2	2	2	2	2	2	0	0	2	3	2	1	2	2	1	2	2	2	2	0	2	2	5	2
HOG6113	1	1	2	0	1	1	1	0	1	0	1	0	0	0	2	2	1	1	1	1	0	1	1	4	1	1	1	1	1
HOG6114	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	1	2	2	0	1	2	2	2	2	2	2	2	2	2
HOG6137	1	1	1	2	1	1	1	0	1	2	1	0	0	1	4	1	1	1	1	1	1	1	1	1	0	1	1	0	1
HOG6138	2	3	0	3	2	2	2	2	2	3	2	0	0	2	0	0	2	4	4	3	2	2	3	2	0	2	2	4	3
HOG6139	2	0	3	0	2	2	2	2	2	0	2	3	5	2	0	4	2	0	0	1	2	2	1	2	5	2	1	0	0
HOG6154	5	6	6	6	6	4	6	6	5	6	5	4	6	6	5	5	5	6	6	4	6	5	6	4	6	5	6	5	6
HOG6156	3	3	1	2	2	3	3	3	3	3	3	3	2	3	3	1	3	3	2	1	1	3	3	3	3	3	3	2	2
HOG6167	3	3	4	3	4	4	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	5	4	3	3	3
HOG6188	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1
HOG6193	1	2	0	1	0	1	1	1	0	0	2	1	0	0	2	2	2	1	1	2	1	0	1	1	1	1	1	1	1
HOG6218	1	1	1	1	3	1	1	0	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
HOG6226	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2
HOG6239	4	4	4	5	0	4	4	4	4	5	4	2	5	4	5	4	4	5	5	5	5	4	4	5	5	4	4	5	3
HOG6241	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2
HOG6242	1	2	2	2	3	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1
HOG6245	2	2	0	2	2	2	2	0	2	2	2	0	0	2	3	2	2	2	2	2	0	3	2	0	2	2	3	4	2
HOG6246	2	2	4	2	2	1	2	4	2	2	2	4	4	2	1	2	2	2	2	2	4	1	2	4	2	2	1	0	2
HOG6249	3	3	4	2	3	3	3	3	3	3	5	4	2	3	3	3	4	4	3	3	3	3	4	4	3	3	5	3	3
HOG6250	0	1	0	0	1	1	2	1	1	1	0	1	1	1	1	1	0	0	2	1	2	1	0	1	1	1	0	1	1
HOG6265	1	2	0	2	0	1	1	0	2	5	1	2	5	2	2	2	1	0	2	0	0	1	1	0	1	1	2	2	2
HOG6266	3	3	5	3	5	3	3	5	3	0	3	3	0	3	3	3	3	5	3	5	5	3	3	3	3	3	3	3	3
HOG6276	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG6286	1	3	1	3	1	1	2	2	2	1	2	2	1	1	3	3	2	1	2	3	0	1	2	3	1	2	2	3	3
HOG6287	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	0	2	1	1	0	1	0	1	0	0
HOG6299	5	5	5	5	6	5	5	5	5	5	6	2	5	6	6	6	6	6	6	5	5	6	6	5	5	5	5	5	5
HOG6300	5	5	5	5	5	5	6	5	5	5	5	8	5	5	6	5	5	5	6	6	5	5	6	5	5	5	6	5	5
HOG6309	2	3	3	2	3	2	2	3	2	3	2	2	2	3	3	3	2	1	3	3	2	2	3	3	2	3	2	3	2
HOG6310	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	2	0	0	1	1	0	0	1	0	1	0	1
HOG6339	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1
HOG6343	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	3	2	2	2	3	2	0	2	2	2	2	2	2
HOG6371	1	1	2	2	2	1	1	1	1	1	1	2	2	0	3	1	0	0	0	1	2	1	0	1	1	2	2	2	2
HOG6372	3	3	2	2	2	3	3	3	3	3	3	2	2	4	1	3	4	4	4	3	2	3	4	3	3	2	2	2	2
HOG6386	1	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1
HOG6391	1	3	4	4	3	1	3	1	1	3	2	3	4	4	0	3	1	3	3	0	3	1	1	1	3	3	1	3	1
HOG6392	3	1	0	0	1	3	1	1	3	1	2	1	0	0	4	1	3	0	1	3	1	3	3	3	1	1	3	1	3
HOG6406	1	1	2	2	2	2	1	1	1	1	1	1	0	2	1	1	1	2	1	1	1	2	1	1	2	0	1	2	2
HOG6411	3	5	4	4	0	3	3	0	3	4	3	2	4	4	4	4	3	4	4	4	0	4	4	4	4	4	3	4	4
HOG6413	2	2	0	2	2	2	2	0	3	0	0	0	3	1	2	3	2	1	2	2	3	2	2	2	2	2	2	2	2
HOG6420	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2	3	3	0	3	3	3	2	3	3	4	2	3	2	2
HOG6425	2	2	2	1	2	2	2	3	2	3	2	2	2	2	2	2	2	2	3	2	3	2	3	1	3	2	2	2	2
HOG6429	2	0	1	1	2	1	1	0	2	2	2	2	2	2	0	0	2	0	0	1	2	2	2	1	2	0	2	0	2
HOG6436	2	2	1	1	3	2	3	3	2	1	2	0	1	1	2	3	2	1	2	1	3	2	2	2	1	1	2	1	2
HOG6437	1	1	2	2	0	1	0	0	1	2	1	3	2	2	1	0	1	2	1	2	0	1	1	1	2	2	1	2	1
HOG6441	4	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
HOG6442	2	2	2	3	3	3	3	3	2	3	3	2	3	3	2	2	3	3	2	2	2	3	3	2	2	3	3	2	3
HOG6443	3	4	3	4	3	3	3	4	3	3	4	4	3	3	4	4	3	3	3	4	3	3	3	5	5	3	3	3	4
HOG6454	2	2	3	2	3	2	2	3	3	3	3	3	2	3	2	2	2	3	2	2	3	3	2	2	3	3	2	2	3
HOG6464	5	7	6	5	5	6	5	6	5	6	5	6	5	5	6	5	5	7	5	6	6	5	5	7	6	6	6	5	5
HOG6470	2	2	2	3	0	2	2	0	2	2	2	2	2	3	2	3	2	3	3	2	3	3	3	2	2	2	2	2	2
HOG6473	1	2	3	1	2	1	1	3	1	2	1	2	3	2	2	3	2	3	2	1	2	1	1	2	2	2	1	2	2
HOG6482	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG6486	4	4	4	5	4	4	4	3	4	3	4	5	5	5	3	3	4	3	4	4	3	4	4	4	4	3	4	3	4
HOG6492	2	2	2	2	2	2	2	4	2	1	2	4	4	2	2	2	2	1	2	2	3	2	2	2	3	2	2	2	2
HOG6493	2	2	2	2	2	2	2	0	2	1	2	0	0	2	2	2	2	3	2	1	0	2	2	2	1	2	2	2	2
HOG6497	1	2	2	1	1	1	0	0	1	1	1	4	2	1	1	0	1	1	1	1	0	2	1	1	2	1	1	1	0
HOG6501	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1
HOG6506	6	6	7	6	6	6	6	3	7	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
HOG6507	1	1	0	1	1	1	1	4	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG6508	4	4	4	4	2	4	4	4	4	2	4	2	2	4	4	2	4	4	4	4	2	4	4	4	4	4	4	4	4
HOG6512	1	3	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	2	3	3	2	2	3	3	3	3	3	3	3
